SH12-006	148047766	149326465	4888768	60.82805136181549216489
SH13-004	149230276	150613726	4888768	61.33324428567688219199
SH11-002	167311688	169597120	4888768	68.91486934949664209878
SH14-013	169091653	171410200	4888768	69.64982854576040425726
SH13-003	170466360	171983471	4888768	70.04828844404152539044
SH08-001	176567188	177556496	4888768	72.43618105829525966460
SH10-002	175617765	179163375	4888768	72.57066402005576865173
SH13-008	178432922	179832987	4888768	73.28347530502572427245
SH12-010	180718887	182626050	4888768	74.32239308553811512430
SH14-025	181190835	183467754	4888768	74.59110127541335567570
SH14-019	184992286	187488213	4888768	76.19107697481246809012
SH13-005	187265014	188852008	4888768	76.93492961825965151138
SH14-023	188519675	190117533	4888768	77.45043495620982627934
SH14-024	189511043	191242822	4888768	77.88339823039260607171
SH13-002	190734475	192398771	4888768	78.37010183342715383507
SH14-015	191990925	193931228	4888768	78.94057418965268959377
SH10-001	192386284	194758876	4888768	79.19074089832039483158
SH12-011	195632594	197880553	4888768	80.49331590290232631206
SH14-017	196450043	197985695	4888768	80.68203236480029324361
SH14-026	197764141	199468752	4888768	81.25419185365310851322
SH14-016	198056430	199971359	4888768	81.41678823785460876850
SH10-014	200343433	202752114	4888768	82.45340073409087933810
SH14-020	201446528	203181258	4888768	82.76682100684671475512
SH12-003	202837451	204768300	4888768	83.37596527386859020513
SH14-021	203894552	205726757	4888768	83.78824869578593216123
SH14-022	204643160	206262720	4888768	84.05100835220652728867
SH12-008	204962957	206784231	4888768	84.22309833479518766282
SH14-028	205253984	206919284	4888768	84.31025321717046094230
SH14-001	208906100	209896700	4888768	85.66632738554989723382
SH14-027	209272547	211214346	4888768	86.01080947183421262780
SH12-012	210356632	211765634	4888768	86.34532585714846767120
SH12-009	211505458	213140614	4888768	86.86157166795397122547
SH14-018	214562954	216255272	4888768	88.12408893201722806236
SH12-002	215918986	217870496	4888768	88.73186086965059499653
SH13-006	217802164	219537604	4888768	89.45807369054943904067
SH14-014	218133914	220290646	4888768	89.67996845012894864309
SH12-014	228417690	229904003	4888768	93.74993720299265581839
SH13-007	228840450	230602405	4888768	93.97927146471258198384
SH12-007	228852114	230892114	4888768	94.04091746632280361841
SH14-009	236410163	237692303	4888768	96.97790240813227381622
SH14-008	246994451	248525340	4888768	101.35882721372746671554
SH12-005	251626608	254657860	4888768	103.56074741120871352455
SH09-29	258635375	260731085	4888768	106.23667557961433228167
SH12-013	273813269	275488935	4888768	112.36004735753465903884
SH11-001	274532908	277263487	4888768	112.87023540491183054708
SH10-015	300619653	302840131	4888768	123.43800810347310406220
SH10-30	306001201	308635221	4888768	125.72419513464332936232
SH12-001	309258639	312172911	4888768	127.11414204969431971408
SH14-010	313366203	316111448	4888768	128.75997613304619896055
SH14-011	327714883	331099527	4888768	134.76082522222367680364
SH14-002	342436726	345438178	4888768	140.70516416405932946705
SH13-001	345527642	347733345	4888768	141.80689020219409061751
SH14-003	347162500	350140485	4888768	142.63368296470603636744
SH14-006	350347871	355037393	4888768	144.28691727649992799821
SH14-007	377101287	380377092	4888768	154.94259064860512914501
SH14-012	397059130	405468071	4888768	164.15735027720685456949
SH14-004	401247070	407515335	4888768	165.43276445108460863759
SH14-005	423114567	429208348	4888768	174.34308909729404217995
SH12-004	443560235	448044281	4888768	182.37816071451948630002
