SH12-006	74104002	74745067	4888768	30.44715335233743961668
SH13-004	74557078	75258388	4888768	30.64483035398693494966
SH11-002	83687129	84819710	4888768	34.46816028087239975388
SH14-013	84486605	85649418	4888768	34.80141070306465759880
SH13-003	85174992	85938474	4888768	35.00134716967546833885
SH10-002	87834587	89600118	4888768	36.29435984689803238770
SH13-008	89268381	89977630	4888768	36.66486341753177896762
SH12-010	90433171	91379563	4888768	37.18988792268317907497
SH14-025	90606088	91754436	4888768	37.30193864793747627214
SH14-019	92536403	93774668	4888768	38.11002506152879416654
SH13-005	93673663	94466312	4888768	38.48412831208189875240
SH14-023	94258940	95068631	4888768	38.72705168255069579902
SH14-024	94740862	95601350	4888768	38.93459701912629112283
SH13-002	95400184	96225300	4888768	39.19709096443112047861
SH14-015	95999980	96958472	4888768	39.46975025200623142681
SH10-001	96312355	97500151	4888768	39.64444743542749420712
SH12-011	97890364	99034484	4888768	40.28107858667050676162
SH14-017	98256371	99019772	4888768	40.35293615896683990731
SH14-026	98938910	99783949	4888768	40.64886265824027648683
SH14-016	99051649	100006039	4888768	40.71735210179742626363
SH10-014	100277235	101502497	4888768	41.27414759710421930433
SH14-020	100691363	101554841	4888768	41.36956468378127168235
SH12-003	101533137	102498148	4888768	41.73470391722413499679
SH14-021	101975157	102878697	4888768	41.90296082775865003207
SH14-022	102299263	103100040	4888768	42.01453270026313377930
SH12-008	102582784	103491036	4888768	42.15250549831777658502
SH14-028	102658615	103489264	4888768	42.16765430472462591802
SH14-001	104491320	104981095	4888768	42.84768984742168169976
SH14-027	104636589	105601215	4888768	43.00425055965020225954
SH12-012	105298651	106000653	4888768	43.22138092869205493081
SH12-009	105793057	106614279	4888768	43.44802944218257033264
SH14-018	107324132	108171558	4888768	44.07975383573121080812
SH12-002	108021654	109011941	4888768	44.39433309169099454095
SH13-006	108949502	109818046	4888768	44.74901406652964509667
SH14-014	109103580	110186144	4888768	44.85582543495620982627
SH12-014	114396818	115143576	4888768	46.95260523714768219723
SH12-007	114399325	115420363	4888768	47.00973496799193580059
SH13-007	114498462	115367591	4888768	47.01921895250500739654
SH14-009	118330709	118973272	4888768	48.54065093700498775969
SH14-008	123587243	124353163	4888768	50.71633712215429326979
SH12-005	125896336	127405812	4888768	51.81308419626376215848
SH09-29	129401803	130447141	4888768	53.15223467343919776925
SH12-013	136999856	137832184	4888768	56.21703463940199248563
SH11-001	137366544	138712730	4888768	56.47215699333656250409
SH10-015	150297971	151408112	4888768	61.71413390858392134787
SH10-30	153010603	154342126	4888768	62.86915824191289093693
SH12-001	154655941	156110902	4888768	63.56751701042062130990
SH14-010	156761658	158133995	4888768	64.41206721202560645135
SH14-011	163973089	165658282	4888768	67.42626588130179218977
SH14-002	171291442	172796086	4888768	70.38328020474688101378
SH13-001	172725366	173833935	4888768	70.88888263873433961276
SH14-003	173639446	175122816	4888768	71.33949944034979774045
SH14-006	175222069	177557454	4888768	72.16123223683349260999
SH14-007	188605324	190247554	4888768	77.49455036524539515886
SH14-012	198500799	202692007	4888768	82.06419408734470525089
SH14-004	200613300	203740415	4888768	82.71075964332936232605
SH14-005	211585641	214628788	4888768	87.18237989612106772094
SH12-004	221865121	224112816	4888768	91.22501558674905415843
